ocid,release_id,date,buyer_name,tender_id,tender_title,mainprocurementcategory,tender_minvalue,tender_datepublished,tender_status,award_id,award_title,award_date,award_value,award_supplier
ocds-20h3g7-31640127,ocds-20h3g7-31640127-1,2016-08-10,Pemerintah Daerah Provinsi Dki Jakarta,31640127,Pengawasan Peningkatan Trotoar Dan Saluran Tepi Di Wilayah Kecamatan Senen,services,92664000.0,2016-07-20,complete,31640127-1,Pengawasan Peningkatan Trotoar Dan Saluran Tepi Di Wilayah Kecamatan Senen,2016-08-10,70092000.0,Cv. Tsulust Engineering
ocds-20h3g7-31641127,ocds-20h3g7-31641127-1,2016-08-10,Pemerintah Daerah Provinsi Dki Jakarta,31641127,Pengawasan Peningkatan Trotoar Dan Saluran Tepi Di Wilayah Kecamatan Cempaka Putih,services,92664000.0,2016-07-20,complete,31641127-1,Pengawasan Peningkatan Trotoar Dan Saluran Tepi Di Wilayah Kecamatan Cempaka Putih,2016-08-10,70092000.0,Cv. Tsulust Engineering
ocds-20h3g7-31642127,ocds-20h3g7-31642127-1,2016-08-10,Pemerintah Daerah Provinsi Dki Jakarta,31642127,Pengawasan Peningkatan Trotoar Dan Saluran Tepi Di Wilayah Kecamatan Kemayoran,services,92664000.0,2016-07-20,complete,31642127-1,Pengawasan Peningkatan Trotoar Dan Saluran Tepi Di Wilayah Kecamatan Kemayoran,2016-08-10,70290000.0,Pt. Doresti Jaya
ocds-20h3g7-31649127,ocds-20h3g7-31649127-2,2016-08-05,Pemerintah Daerah Provinsi Dki Jakarta,31649127,Pengadaan Cetakan Map Arsip,services,760375000.0,2016-08-02,complete,31649127-1,Pengadaan Cetakan Map Arsip,2016-08-05,489500000.0,Pt. Dunia Cetak
ocds-20h3g7-31650127,ocds-20h3g7-31650127-1,2016-08-12,Pemerintah Daerah Provinsi Dki Jakarta,31650127,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor  (Pembangunan Gudang Rsud Pasar Rebo),works,4745951000.0,2016-07-22,complete,31650127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor  (Pembangunan Gudang Rsud Pasar Rebo),2016-08-12,4104977000.0,Pt. Kolam Intan Prima
ocds-20h3g7-31652127,ocds-20h3g7-31652127-1,2016-08-12,Pemerintah Daerah Provinsi Dki Jakarta,31652127,Pemeliharaan Gedung,works,343584533.0,2016-07-20,complete,31652127-1,Pemeliharaan Gedung,2016-08-12,274889995.0,Pt.Tota Karya Givanni
ocds-20h3g7-31654127,ocds-20h3g7-31654127-2,2016-07-22,Pemerintah Daerah Provinsi Dki Jakarta,31654127,Pengadaan Peralatan Olahraga Pon Xix/2016 Di Jawa Barat Kelompok V,goods,1873190220.0,2016-07-21,complete,31654127-1,Pengadaan Peralatan Olahraga Pon Xix/2016 Di Jawa Barat Kelompok V,2016-07-22,1869499500.0,Pt. Mortio Maglane
ocds-20h3g7-31655127,ocds-20h3g7-31655127-2,2016-07-28,Pemerintah Daerah Provinsi Dki Jakarta,31655127,"Pengadaan Pupuk, Obat-Obatan Hama Tanaman, Obat Satwa Dan Pakan Satwa Monas",goods,220348700.0,2016-07-25,complete,31655127-1,"Pengadaan Pupuk, Obat-Obatan Hama Tanaman, Obat Satwa Dan Pakan Satwa Monas",2016-07-28,215149005.5,Cv. Caterina Apriani
ocds-20h3g7-31660127,ocds-20h3g7-31660127-2,2016-08-16,Pemerintah Daerah Provinsi Dki Jakarta,31660127,Pelaksanaan Konstruksi Fisik Pembangunan Rumah Singgah Yayasan Kanker Anak  Indonesia Jakarta Pusat,works,12123133600.0,2016-07-20,complete,31660127-1,Pelaksanaan Konstruksi Fisik Pembangunan Rumah Singgah Yayasan Kanker Anak  Indonesia Jakarta Pusat,2016-08-16,9816916400.0,Pt. Sumber Bayak Kreasi
ocds-20h3g7-31661127,ocds-20h3g7-31661127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31661127,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Kampung Rambutan,works,954468346.42,2016-07-25,complete,31661127-1,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Kampung Rambutan,2016-07-29,770558691.98,Cv Delayu Irwa Setia
ocds-20h3g7-31662127,ocds-20h3g7-31662127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31662127,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Kalideres,works,707666292.2,2016-07-25,complete,31662127-1,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Kalideres,2016-07-29,579578406.0,Pt. Anggi Gian Putra
ocds-20h3g7-31663127,ocds-20h3g7-31663127-1,2016-08-09,Pemerintah Daerah Provinsi Dki Jakarta,31663127,Belanja Pemeliharaan Gedung Kantor Dan Fasilitas Olahraga,works,2320833886.78,2016-07-25,complete,31663127-1,Belanja Pemeliharaan Gedung Kantor Dan Fasilitas Olahraga,2016-08-09,2081227854.99,Cv. Takashita Hobashi
ocds-20h3g7-31664127,ocds-20h3g7-31664127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31664127,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Pulogadung,works,1006388212.48,2016-07-25,complete,31664127-1,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Pulogadung,2016-07-29,859504266.5,Cv Delayu Irwa Setia
ocds-20h3g7-31666127,ocds-20h3g7-31666127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31666127,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Grogol,works,166432437.49,2016-07-25,complete,31666127-1,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Grogol,2016-07-29,130548156.31,Pt. Elita Putri Rejeki
ocds-20h3g7-31667127,ocds-20h3g7-31667127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31667127,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Pasar Minggu,works,168308015.67,2016-07-25,complete,31667127-1,Pelaksanaan Pekerjaan Pemeliharaan Terminal Bus Pasar Minggu,2016-07-29,132626736.0,Pt. Elita Putri Rejeki
ocds-20h3g7-31674127,ocds-20h3g7-31674127-1,2016-07-29,Pemerintah Daerah Provinsi Dki Jakarta,31674127,Pembangunan Dan Peningkatan Prasarana Dan Sarana Sumur Resapan Di Wilayah Jakarta Barat,works,630709545.72,2016-07-25,complete,31674127-1,Pembangunan Dan Peningkatan Prasarana Dan Sarana Sumur Resapan Di Wilayah Jakarta Barat,2016-07-29,491529500.0,Pt. Putri Indah Berkarya
ocds-20h3g7-31675127,ocds-20h3g7-31675127-1,2016-08-11,Pemerintah Daerah Provinsi Dki Jakarta,31675127,Penebalan Lantai Pasar Ikan,works,2955774415.0,2016-07-22,complete,31675127-1,Penebalan Lantai Pasar Ikan,2016-08-11,2282600000.0,Pt. Lesindo Utama Sakti
ocds-20h3g7-31676127,ocds-20h3g7-31676127-1,2016-08-11,Pemerintah Daerah Provinsi Dki Jakarta,31676127,Pengadaan Sarana Papan Nama Pasar Grosir,works,1102866765.0,2016-07-22,complete,31676127-1,Pengadaan Sarana Papan Nama Pasar Grosir,2016-08-11,868858000.0,Pt. Bodiacs Karya Persada
ocds-20h3g7-31679127,ocds-20h3g7-31679127-3,2016-08-23,Pemerintah Daerah Provinsi Dki Jakarta,31679127,Pembangunan Rumah Trafo Pasar Ikan Dan Kelengkapannya,works,2638477000.0,2016-08-03,complete,31679127-1,Pembangunan Rumah Trafo Pasar Ikan Dan Kelengkapannya,2016-08-23,2496964000.0,Pt. Morasait Elibujaya
ocds-20h3g7-31681127,ocds-20h3g7-31681127-2,2016-08-16,Pemerintah Daerah Provinsi Dki Jakarta,31681127,Pengadaan Kapal Angkutan Sekolah,works,13801713000.0,2016-07-25,complete,31681127-1,Pengadaan Kapal Angkutan Sekolah,2016-08-16,12619893000.0,Pt.Mutiara Fibrindo
ocds-20h3g7-31682127,ocds-20h3g7-31682127-1,2016-08-23,Pemerintah Daerah Provinsi Dki Jakarta,31682127,Pembangunan Dermaga Dan Kolam Labuh Timur Pulau Pramuka Dan Perbaikan Kolam Labuh Alur Masuk Dermaga Kapal Tradisional(Pengawasan),services,128370000.0,2016-07-26,complete,31682127-1,Pembangunan Dermaga Dan Kolam Labuh Timur Pulau Pramuka Dan Perbaikan Kolam Labuh Alur Masuk Dermaga Kapal Tradisional(Pengawasan),2016-08-23,123835800.0,Pt. Kiat Global Ismatika
ocds-20h3g7-31683127,ocds-20h3g7-31683127-1,2016-08-11,Pemerintah Daerah Provinsi Dki Jakarta,31683127,Pekerjaan Fisik Pekerjaan Restorasi Museum Kebaharian Jakarta,works,1411092628.0,2016-07-26,complete,31683127-1,Pekerjaan Fisik Pekerjaan Restorasi Museum Kebaharian Jakarta,2016-08-11,1255821628.0,Pt. Tunas Tala
ocds-20h3g7-31685127,ocds-20h3g7-31685127-1,2016-08-12,Pemerintah Daerah Provinsi Dki Jakarta,31685127,Jasa Konsultansi Pengawasan Rphu Rawa Kepiting,services,55209000.0,2016-07-27,complete,31685127-1,Jasa Konsultansi Pengawasan Rphu Rawa Kepiting,2016-08-12,46398000.0,Cv. Bangun Sarana Konsultan
ocds-20h3g7-31686127,ocds-20h3g7-31686127-1,2016-08-12,Pemerintah Daerah Provinsi Dki Jakarta,31686127,Jasa Konsultansi Pengawasan Rphu Petukangan Utara,services,63954000.0,2016-07-27,complete,31686127-1,Jasa Konsultansi Pengawasan Rphu Petukangan Utara,2016-08-12,52635000.0,Arihta Teknik Persada
ocds-20h3g7-31687127,ocds-20h3g7-31687127-1,2016-08-16,Pemerintah Daerah Provinsi Dki Jakarta,31687127,Peningkatan Jembatan Di Atas Kali Pesanggrahan Sespolwan Pasar Jumat,works,8802161945.0,2016-07-27,complete,31687127-1,Peningkatan Jembatan Di Atas Kali Pesanggrahan Sespolwan Pasar Jumat,2016-08-16,7651112000.0,Pt. Dambha Prima Utama
ocds-20h3g7-31688127,ocds-20h3g7-31688127-1,2016-08-08,Pemerintah Daerah Provinsi Dki Jakarta,31688127,"Perbaikan, Penggantian Dan Pemasangan Rambu Pada Kawasan Dengan Pembatasan Lalu Lintas",works,1503408000.0,2016-07-27,complete,31688127-1,"Perbaikan, Penggantian Dan Pemasangan Rambu Pada Kawasan Dengan Pembatasan Lalu Lintas",2016-08-08,1479720000.0,Cv. Palapa Argo Sari
ocds-20h3g7-31690127,ocds-20h3g7-31690127-2,2016-08-03,Pemerintah Daerah Provinsi Dki Jakarta,31690127,Belanja Bahan Dan Pangan,services,3897367850.0,2016-07-29,complete,31690127-1,Belanja Bahan Dan Pangan,2016-08-03,3498863000.0,Pt Gobel Dharma Sarana Karya
ocds-20h3g7-31692127,ocds-20h3g7-31692127-1,2016-08-11,Pemerintah Daerah Provinsi Dki Jakarta,31692127,Belanja Pemeliharaan Gedung Kantor (Peninggian Tembok),works,280485636.38,2016-08-08,complete,31692127-1,Belanja Pemeliharaan Gedung Kantor (Peninggian Tembok),2016-08-11,205075035.0,Pt. Anugerah Satya Mandiri
ocds-20h3g7-31697127,ocds-20h3g7-31697127-1,2016-08-18,Pemerintah Daerah Provinsi Dki Jakarta,31697127,Pekerjaan Proyek Relokasi Mrt - Jl. Sudirman Sisi Timur (Stasiun Setia Budi),works,3143698733.0,2016-08-01,complete,31697127-1,Pekerjaan Proyek Relokasi Mrt - Jl. Sudirman Sisi Timur (Stasiun Setia Budi),2016-08-18,2816185922.85,Pt. Fajar Usaha Jaya
ocds-20h3g7-31701127,ocds-20h3g7-31701127-1,2016-08-08,Pemerintah Daerah Provinsi Dki Jakarta,31701127,Pembangunan Gudang Ra Kartini (Jasa Konstruksi),works,523042216.59,2016-08-03,complete,31701127-1,Pembangunan Gudang Ra Kartini (Jasa Konstruksi),2016-08-08,412984792.0,Pt. Putri Indah Berkarya
ocds-20h3g7-31702127,ocds-20h3g7-31702127-1,2016-08-04,Pemerintah Daerah Provinsi Dki Jakarta,31702127,Penyediaan Makan Dan Minum Piket Biro Umum,services,778121250.0,2016-08-02,complete,31702127-1,Penyediaan Makan Dan Minum Piket Biro Umum,2016-08-04,572850000.0,Cv Sekar Seroeni
ocds-20h3g7-31704127,ocds-20h3g7-31704127-1,2016-08-08,Pemerintah Daerah Provinsi Dki Jakarta,31704127,Konsolidasi Pengamanan Aset Secara Fisik /Pemasangan Papan Nama Aset Milik Pemerintah Provinsi Dki Jakarta,goods,1006214616.0,2016-08-03,complete,31704127-1,Konsolidasi Pengamanan Aset Secara Fisik /Pemasangan Papan Nama Aset Milik Pemerintah Provinsi Dki Jakarta,2016-08-08,981200000.0,Cv.Athaya Cipta Karya
ocds-20h3g7-31705127,ocds-20h3g7-31705127-1,2016-08-26,Pemerintah Daerah Provinsi Dki Jakarta,31705127,Belanja Pemeliharaan Gedung Kantor (Pemeliharaan Gedung Kantor Rsud Budhi Asih),works,15639000000.0,2016-08-02,complete,31705127-1,Belanja Pemeliharaan Gedung Kantor (Pemeliharaan Gedung Kantor Rsud Budhi Asih),2016-08-26,14245624616.0,Pt. Betania Prima
ocds-20h3g7-31707127,ocds-20h3g7-31707127-1,2016-08-24,Pemerintah Daerah Provinsi Dki Jakarta,31707127,Pembangunan Lajur Mekanis Pkb Ujung Menteng (Fisik),works,7562829743.0,2016-08-02,complete,31707127-1,Pembangunan Lajur Mekanis Pkb Ujung Menteng (Fisik),2016-08-24,5941800000.0,Pt. Metro Kreasi Indoteknik
ocds-20h3g7-31708127,ocds-20h3g7-31708127-1,2016-08-23,Pemerintah Daerah Provinsi Dki Jakarta,31708127,Pembuatan Kios Dan Rehab Kantor Phpt,works,4664120000.0,2016-08-02,complete,31708127-1,Pembuatan Kios Dan Rehab Kantor Phpt,2016-08-23,3917818000.0,Pt Bintang Berlian Utama
ocds-20h3g7-31713127,ocds-20h3g7-31713127-1,2016-08-08,Pemerintah Daerah Provinsi Dki Jakarta,31713127,Pengendalian Pengawasan Dan Penjagaan Daerah Rawan Ketertiban Umum,services,848274000.0,2016-08-04,complete,31713127-1,Pengendalian Pengawasan Dan Penjagaan Daerah Rawan Ketertiban Umum,2016-08-08,674712675.0,Cv. Century Utama Lestari
ocds-20h3g7-31717127,ocds-20h3g7-31717127-1,2016-08-11,Pemerintah Daerah Provinsi Dki Jakarta,31717127,Pembangunan Kandang Penampungan Unggas Dan Pagar Rphu Rawa Kepiting,works,1861091010.0,2016-08-05,complete,31717127-1,Pembangunan Kandang Penampungan Unggas Dan Pagar Rphu Rawa Kepiting,2016-08-11,1417926015.0,Familinta Jaya Makmur
ocds-20h3g7-31718127,ocds-20h3g7-31718127-1,2016-08-11,Pemerintah Daerah Provinsi Dki Jakarta,31718127,Pemeliharaan Gedung Kantor Rphu Petukangan Utara,works,2043830858.0,2016-08-05,complete,31718127-1,Pemeliharaan Gedung Kantor Rphu Petukangan Utara,2016-08-11,1532575000.0,Cv. Riaprima Putri Ambar
ocds-20h3g7-31720127,ocds-20h3g7-31720127-1,2016-08-26,Pemerintah Daerah Provinsi Dki Jakarta,31720127,Pembangunan Lajur Mekanis Pkb Ujung Menteng (Pengawasan),services,199925000.0,2016-08-08,complete,31720127-1,Pembangunan Lajur Mekanis Pkb Ujung Menteng (Pengawasan),2016-08-26,159984000.0,Pt. Bumi Madani
ocds-20h3g7-31730127,ocds-20h3g7-31730127-2,2016-09-08,Pemerintah Daerah Provinsi Dki Jakarta,31730127,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor,works,14856016000.0,2016-08-05,complete,31730127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor,2016-09-08,13568482327.5,Pt. Hexindo Multi Utama
ocds-20h3g7-31731127,ocds-20h3g7-31731127-2,2016-08-26,Pemerintah Daerah Provinsi Dki Jakarta,31731127,Belanja Modal Pengadaan Konstruksi Instalasi Pengolahan Air Kotor/Limbah Ipak/Ipal,works,654824803.34,2016-08-10,complete,31731127-1,Belanja Modal Pengadaan Konstruksi Instalasi Pengolahan Air Kotor/Limbah Ipak/Ipal,2016-08-26,652128199.77,Pt. Kharisma Pinisi Satu
ocds-20h3g7-31739127,ocds-20h3g7-31739127-1,2016-08-15,Pemerintah Daerah Provinsi Dki Jakarta,31739127,Belanja Modal Pengadaan Alat-Alat Laboratorium Kesehatan,goods,666322800.0,2016-08-11,complete,31739127-1,Belanja Modal Pengadaan Alat-Alat Laboratorium Kesehatan,2016-08-15,654665000.0,Pt Josua Agung Prasetyo
ocds-20h3g7-31741127,ocds-20h3g7-31741127-2,2016-09-16,Pemerintah Daerah Provinsi Dki Jakarta,31741127,Pengawasan Peningkatan Jembatan Di Atas Kali Pesanggrahan Sespolwan Pasar Jumat,services,324918000.0,2016-08-10,complete,31741127-1,Pengawasan Peningkatan Jembatan Di Atas Kali Pesanggrahan Sespolwan Pasar Jumat,2016-09-16,291885000.0,Pt. Karya Utama Citramandiri
ocds-20h3g7-31742127,ocds-20h3g7-31742127-1,2016-08-15,Pemerintah Daerah Provinsi Dki Jakarta,31742127,Perahu Karet Kapasitas 6 Orang Dan Kelengkapannya,goods,4789125000.0,2016-08-11,complete,31742127-1,Perahu Karet Kapasitas 6 Orang Dan Kelengkapannya,2016-08-15,4549050000.0,Pt Supra Baru
ocds-20h3g7-31753127,ocds-20h3g7-31753127-2,2016-09-09,Pemerintah Daerah Provinsi Dki Jakarta,31753127,Pengadaan Terpal Sampah (Konsolidasi),goods,919621010.0,2016-08-12,complete,31753127-1,Pengadaan Terpal Sampah (Konsolidasi),2016-09-09,699556000.0,Cv. Tamaro Putra Utama
ocds-20h3g7-31755127,ocds-20h3g7-31755127-1,2016-08-22,Pemerintah Daerah Provinsi Dki Jakarta,31755127,Pemeliharaan Sistem Pemantau Lalu Lintas,goods,224334220.0,2016-08-18,complete,31755127-1,Pemeliharaan Sistem Pemantau Lalu Lintas,2016-08-22,189090000.0,Pt. Tritunggal Berkat Abadi
ocds-20h3g7-31756127,ocds-20h3g7-31756127-1,2016-08-23,Pemerintah Daerah Provinsi Dki Jakarta,31756127,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,goods,1760000000.0,2016-08-18,complete,31756127-1,Belanja Modal Pengadaan Alat Pembersih/Kebersihan,2016-08-23,1024100000.0,Pt. Visi Trading Distribusi
ocds-20h3g7-31757127,ocds-20h3g7-31757127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31757127,"Belanja Pemeliharaan Gedung Kantor (Renovasi Gedung A, B, Dan Atap Luar) Rsud Pasar Rebo",works,18757156000.0,2016-08-15,complete,31757127-1,"Belanja Pemeliharaan Gedung Kantor (Renovasi Gedung A, B, Dan Atap Luar) Rsud Pasar Rebo",2016-09-02,16693565769.21,"Mawatindo Road Construction, Pt"
ocds-20h3g7-31762127,ocds-20h3g7-31762127-1,2016-08-26,Pemerintah Daerah Provinsi Dki Jakarta,31762127,"Pengadaan Alat Musik : Gambang Kromong, Marawis,  Dan Rebana",goods,720866657.5,2016-08-22,complete,31762127-1,"Pengadaan Alat Musik : Gambang Kromong, Marawis,  Dan Rebana",2016-08-26,517550000.0,Cv. Stella Maris
ocds-20h3g7-31765127,ocds-20h3g7-31765127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31765127,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor  (Pembangunan Pagar Dan Rehab Green House Kebun Bibit Ragunan),works,1162327900.0,2016-08-16,complete,31765127-1,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor  (Pembangunan Pagar Dan Rehab Green House Kebun Bibit Ragunan),2016-09-02,968520063.75,Cv. Rakha Tama
ocds-20h3g7-31769127,ocds-20h3g7-31769127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31769127,Pengawasan Rehab Pagar Keliling Tmr,services,84275400.0,2016-08-19,complete,31769127-1,Pengawasan Rehab Pagar Keliling Tmr,2016-09-02,61743000.0,Arihta Teknik Persada
ocds-20h3g7-31770127,ocds-20h3g7-31770127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31770127,Pengawasan Rehabilitasi Turap Kali Serua,services,74045400.0,2016-08-19,complete,31770127-1,Pengawasan Rehabilitasi Turap Kali Serua,2016-09-02,68211000.0,Pt. Tricons Karya Mandiri
ocds-20h3g7-31771127,ocds-20h3g7-31771127-1,2016-08-26,Pemerintah Daerah Provinsi Dki Jakarta,31771127,Belanja Bahan Kimia Kegiatan Konservasi Patung / Monumen,goods,400575120.0,2016-08-23,complete,31771127-1,Belanja Bahan Kimia Kegiatan Konservasi Patung / Monumen,2016-08-26,379240620.0,Pt. Pratama Citra Kreasi
ocds-20h3g7-31776127,ocds-20h3g7-31776127-1,2016-08-26,Pemerintah Daerah Provinsi Dki Jakarta,31776127,Penyediaan Tempat Tidur,goods,438350000.0,2016-08-22,complete,31776127-1,Penyediaan Tempat Tidur,2016-08-26,319000000.0,Cv. Stella Maris
ocds-20h3g7-31777127,ocds-20h3g7-31777127-1,2016-08-25,Pemerintah Daerah Provinsi Dki Jakarta,31777127,Pengadaan Barang Pakai Habis Pendidikan Dan Keterampilan,goods,1071097280.0,2016-08-22,complete,31777127-1,Pengadaan Barang Pakai Habis Pendidikan Dan Keterampilan,2016-08-25,746352200.0,Cv. Bintang Persada
ocds-20h3g7-31784127,ocds-20h3g7-31784127-1,2016-09-08,Pemerintah Daerah Provinsi Dki Jakarta,31784127,Jasa Konsultansi Perencanaan Peningkatan Jembatan Di Wilayah Kota Administrasi Jakarta Pusat,services,194568000.0,2016-08-23,complete,31784127-1,Jasa Konsultansi Perencanaan Peningkatan Jembatan Di Wilayah Kota Administrasi Jakarta Pusat,2016-09-08,158311780.0,Pt. Turba Kalimal Konsultan
ocds-20h3g7-31792127,ocds-20h3g7-31792127-1,2016-09-01,Pemerintah Daerah Provinsi Dki Jakarta,31792127,Pemeliharaan/Perawatan Gedung Kantor Dan Asrama Pegawai,works,1653638371.0,2016-08-29,complete,31792127-1,Pemeliharaan/Perawatan Gedung Kantor Dan Asrama Pegawai,2016-09-01,1229260444.5,Pt. Pangindho Ham Mbue
ocds-20h3g7-31793127,ocds-20h3g7-31793127-1,2016-08-30,Pemerintah Daerah Provinsi Dki Jakarta,31793127,"Pengadaan Noc Room, Wall Display, 3X6, Led Seamless 55"", 2Mm Dan Ups 2 Kva",goods,5217300000.0,2016-08-26,complete,31793127-1,"Pengadaan Noc Room, Wall Display, 3X6, Led Seamless 55"", 2Mm Dan Ups 2 Kva",2016-08-30,4956490000.0,Pt Golden Solution Indonesia
ocds-20h3g7-31794127,ocds-20h3g7-31794127-2,2016-09-14,Pemerintah Daerah Provinsi Dki Jakarta,31794127,Belanja Modal Pengadaan Konstruksi Jembatan,works,2392127055.0,2016-08-25,complete,31794127-1,Belanja Modal Pengadaan Konstruksi Jembatan,2016-09-14,2362679000.0,Yohana Talita
ocds-20h3g7-31795127,ocds-20h3g7-31795127-1,2016-08-31,Pemerintah Daerah Provinsi Dki Jakarta,31795127,Pengadaan Firewall Dan Application Delivery Controller /Load Balancer,goods,5844080616.0,2016-08-26,complete,31795127-1,Pengadaan Firewall Dan Application Delivery Controller /Load Balancer,2016-08-31,4844400000.0,Pt. Complus Trimitra
ocds-20h3g7-31797127,ocds-20h3g7-31797127-2,2016-08-30,Pemerintah Daerah Provinsi Dki Jakarta,31797127,Barang Pakai Habis Lingkungan Hidup Suku Cadang Peralatan Laboratorium,goods,996763920.9,2016-08-26,complete,31797127-1,Barang Pakai Habis Lingkungan Hidup Suku Cadang Peralatan Laboratorium,2016-08-30,928400000.0,Cv. Chrisna
ocds-20h3g7-31804127,ocds-20h3g7-31804127-1,2016-09-05,Pemerintah Daerah Provinsi Dki Jakarta,31804127,Pembangunan Alat Pemberi Isyarat Lalu Lintas (Appil) 2016,works,1798535533.73,2016-09-01,complete,31804127-1,Pembangunan Alat Pemberi Isyarat Lalu Lintas (Appil) 2016,2016-09-05,1757577250.0,Pt. Anugrah Indotech Permai
ocds-20h3g7-31805127,ocds-20h3g7-31805127-1,2016-09-26,Pemerintah Daerah Provinsi Dki Jakarta,31805127,"Pengawasan Peningkatan Jpo Setiabudi Utara, Jakarta Selatan",services,93744000.0,2016-08-29,complete,31805127-1,"Pengawasan Peningkatan Jpo Setiabudi Utara, Jakarta Selatan",2016-09-26,86185000.0,Pt. Tricons Karya Mandiri
ocds-20h3g7-31807127,ocds-20h3g7-31807127-2,2016-09-01,Pemerintah Daerah Provinsi Dki Jakarta,31807127,Pengadaan Sarana Prasarana Komputer Penggantian Suku Cadang Epson,goods,676343250.0,2016-08-29,complete,31807127-1,Pengadaan Sarana Prasarana Komputer Penggantian Suku Cadang Epson,2016-09-01,415800000.0,Cv.Karya Muda Mandiri
ocds-20h3g7-31808127,ocds-20h3g7-31808127-1,2016-09-16,Pemerintah Daerah Provinsi Dki Jakarta,31808127,Belanja Modal Pengadaan Perangkat Lunak,goods,5937427176.0,2016-09-01,complete,31808127-1,Belanja Modal Pengadaan Perangkat Lunak,2016-09-16,5701746745.0,Pt. Metrocom Global Solusi
ocds-20h3g7-31809127,ocds-20h3g7-31809127-1,2016-09-01,Pemerintah Daerah Provinsi Dki Jakarta,31809127,"Pemagaran Kantor Sudin, Rehab Berat Pos Pemadam Lubang Buaya, Rehab Berat Pos Pemadam Pondok Kopi",works,1030642000.0,2016-08-29,complete,31809127-1,"Pemagaran Kantor Sudin, Rehab Berat Pos Pemadam Lubang Buaya, Rehab Berat Pos Pemadam Pondok Kopi",2016-09-01,739407282.21,Cv. Marudut Jaya
ocds-20h3g7-31814127,ocds-20h3g7-31814127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31814127,"Pembangunan Pagar Pembatas Kolam, Pos Jaga Dan Gebang Bbi Kalideres",works,485593516.25,2016-08-30,complete,31814127-1,"Pembangunan Pagar Pembatas Kolam, Pos Jaga Dan Gebang Bbi Kalideres",2016-09-02,365831919.44,Pt. Kinviodela Gumilang
ocds-20h3g7-31815127,ocds-20h3g7-31815127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31815127,Rehab Kantor Bbi Ujung Menteng,works,644965989.2,2016-08-30,complete,31815127-1,Rehab Kantor Bbi Ujung Menteng,2016-09-02,453002127.64,Pt. Ari Manda Persada
ocds-20h3g7-31817127,ocds-20h3g7-31817127-2,2016-09-14,Pemerintah Daerah Provinsi Dki Jakarta,31817127,Belanja Cetakan Khusus,services,500500000.0,2016-09-08,complete,31817127-1,Belanja Cetakan Khusus,2016-09-14,353390400.0,Cv. Ria Duta Corporation
ocds-20h3g7-31818127,ocds-20h3g7-31818127-1,2016-09-05,Pemerintah Daerah Provinsi Dki Jakarta,31818127,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor (Ambulans Nicu),goods,1420400000.0,2016-08-30,complete,31818127-1,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor (Ambulans Nicu),2016-09-05,1417539200.0,Pt. Cakra Kejora Mandiri
ocds-20h3g7-31819127,ocds-20h3g7-31819127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31819127,Penyediaan Prasarana Sarana Operasional (Lelang Konsolidasi),goods,1147520000.0,2016-08-30,complete,31819127-1,Penyediaan Prasarana Sarana Operasional (Lelang Konsolidasi),2016-09-02,935055000.0,Cv. Tanah Goshen Permai
ocds-20h3g7-31820127,ocds-20h3g7-31820127-1,2016-09-02,Pemerintah Daerah Provinsi Dki Jakarta,31820127,Belanja Cetakan Khusus Berupa Skpd Pkb Bbn-Kb Dll Sebanyak 4 Item,goods,7902675000.0,2016-08-31,complete,31820127-1,Belanja Cetakan Khusus Berupa Skpd Pkb Bbn-Kb Dll Sebanyak 4 Item,2016-09-02,4955500000.0,Pt Jasuindo Tiga Perkasa Tbk
